timestamp,hour,day_of_week,ambient_light,pir_motion,phone_presence,temperature,occupied
2024-01-03 14:15:00,14,2,759,0,1,24.6,1
2024-01-03 14:30:00,14,2,180,0,0,22.9,0
2024-01-03 14:45:00,14,2,161,0,0,23.3,0
2024-01-03 15:00:00,15,2,655,1,0,25.4,1
2024-01-03 15:15:00,15,2,877,1,1,24.4,1
2024-01-03 15:30:00,15,2,713,1,1,24.3,1
2024-01-03 15:45:00,15,2,339,0,0,23.0,0
2024-01-03 16:00:00,16,2,235,0,0,23.0,0
2024-01-03 16:15:00,16,2,322,0,0,23.4,0
2024-01-03 16:30:00,16,2,329,0,0,22.5,0
2024-01-03 16:45:00,16,2,724,0,1,24.5,1
2024-01-03 17:00:00,17,2,766,1,1,24.2,1
2024-01-03 17:15:00,17,2,669,1,1,24.8,1
2024-01-03 17:30:00,17,2,169,0,0,23.1,0
2024-01-03 17:45:00,17,2,209,0,0,23.1,0
2024-01-03 18:00:00,18,2,492,1,1,24.2,1
2024-01-03 18:15:00,18,2,580,1,1,24.3,1
2024-01-03 18:30:00,18,2,544,1,1,23.3,1
2024-01-03 18:45:00,18,2,313,1,1,23.2,1
2024-01-03 19:00:00,19,2,570,1,1,23.7,1
2024-01-03 19:15:00,19,2,534,1,1,22.9,1
2024-01-03 19:30:00,19,2,580,1,1,23.0,1
2024-01-03 19:45:00,19,2,533,1,1,24.6,1
2024-01-03 20:00:00,20,2,441,1,1,23.8,1
2024-01-03 20:15:00,20,2,561,1,0,24.1,1
2024-01-03 20:30:00,20,2,391,1,1,23.6,1
2024-01-03 20:45:00,20,2,468,1,1,23.5,1
2024-01-03 21:00:00,21,2,23,0,0,21.7,0
2024-01-03 21:15:00,21,2,449,1,1,24.2,1
2024-01-03 21:30:00,21,2,354,1,1,23.6,1
2024-01-03 21:45:00,21,2,14,0,0,22.5,0
2024-01-03 22:00:00,22,2,607,1,1,22.7,1
2024-01-03 22:15:00,22,2,435,1,1,23.8,1
2024-01-03 22:30:00,22,2,442,1,0,24.7,1
2024-01-03 22:45:00,22,2,450,1,1,24.3,1
2024-01-03 23:00:00,23,2,15,0,0,22.2,0
2024-01-03 23:15:00,23,2,24,0,0,22.0,0
2024-01-03 23:30:00,23,2,15,0,0,22.1,0
2024-01-03 23:45:00,23,2,418,0,1,23.2,1
2024-01-04 00:00:00,0,3,9,0,0,19.7,0
2024-01-04 00:15:00,0,3,29,0,0,20.1,0
2024-01-04 00:30:00,0,3,17,0,0,20.3,0
2024-01-04 00:45:00,0,3,18,0,0,19.9,0
2024-01-04 01:00:00,1,3,27,0,0,19.6,0
2024-01-04 01:15:00,1,3,14,0,0,19.9,0
2024-01-04 01:30:00,1,3,25,1,0,19.7,0
2024-01-04 01:45:00,1,3,11,0,0,19.6,0
2024-01-04 02:00:00,2,3,8,0,0,20.1,0
2024-01-04 02:15:00,2,3,533,1,1,22.4,1
2024-01-04 02:30:00,2,3,20,0,0,20.2,0
2024-01-04 02:45:00,2,3,21,0,0,20.5,0
2024-01-04 03:00:00,3,3,21,0,0,19.7,0
2024-01-04 03:15:00,3,3,15,0,0,19.7,0
2024-01-04 03:30:00,3,3,7,1,0,20.3,0
2024-01-04 03:45:00,3,3,17,0,0,20.4,0
2024-01-04 04:00:00,4,3,9,0,0,20.4,0
2024-01-04 04:15:00,4,3,11,1,0,20.3,0
2024-01-04 04:30:00,4,3,18,0,0,20.3,0
2024-01-04 04:45:00,4,3,28,0,0,19.8,0
2024-01-04 05:00:00,5,3,28,0,0,19.9,0
2024-01-04 05:15:00,5,3,13,0,0,19.6,0
2024-01-04 05:30:00,5,3,8,0,0,19.6,0
2024-01-04 05:45:00,5,3,15,0,0,20.4,0
2024-01-04 06:00:00,6,3,277,0,0,21.5,0
2024-01-04 06:15:00,6,3,314,0,0,21.5,0
2024-01-04 06:30:00,6,3,318,1,0,20.9,0
2024-01-04 06:45:00,6,3,182,0,0,21.4,0
2024-01-04 07:00:00,7,3,711,1,1,22.7,1
2024-01-04 07:15:00,7,3,261,0,0,21.4,0
2024-01-04 07:30:00,7,3,225,0,0,21.3,0
2024-01-04 07:45:00,7,3,560,1,1,22.1,1
2024-01-04 08:00:00,8,3,800,1,0,23.0,1
2024-01-04 08:15:00,8,3,175,0,0,20.6,0
2024-01-04 08:30:00,8,3,717,1,1,23.1,1
2024-01-04 08:45:00,8,3,161,0,0,21.3,0
2024-01-04 09:00:00,9,3,550,1,0,22.7,1
2024-01-04 09:15:00,9,3,787,0,1,22.9,1
2024-01-04 09:30:00,9,3,784,1,1,22.5,1
2024-01-04 09:45:00,9,3,195,0,0,21.0,0
2024-01-04 10:00:00,10,3,311,0,0,20.9,0
2024-01-04 10:15:00,10,3,604,1,1,22.9,1
2024-01-04 10:30:00,10,3,591,1,1,23.0,1
2024-01-04 10:45:00,10,3,655,1,1,23.4,1
2024-01-04 11:00:00,11,3,662,1,1,23.3,1
2024-01-04 11:15:00,11,3,625,1,0,22.6,1
2024-01-04 11:30:00,11,3,864,1,1,23.0,1
2024-01-04 11:45:00,11,3,706,0,1,22.2,1
2024-01-04 12:00:00,12,3,636,0,1,24.8,1
2024-01-04 12:15:00,12,3,283,0,0,22.6,0
2024-01-04 12:30:00,12,3,738,0,0,24.1,1
2024-01-04 12:45:00,12,3,303,0,0,23.2,0
2024-01-04 13:00:00,13,3,168,0,1,23.5,0
2024-01-04 13:15:00,13,3,688,1,0,24.4,1
2024-01-04 13:30:00,13,3,743,1,1,24.6,1
2024-01-04 13:45:00,13,3,685,1,0,25.1,1
2024-01-04 14:00:00,14,3,332,0,0,22.8,0
2024-01-04 14:15:00,14,3,753,1,1,24.3,1
2024-01-04 14:30:00,14,3,620,1,0,24.9,1
2024-01-04 14:45:00,14,3,698,1,1,25.3,1
2024-01-04 15:00:00,15,3,625,1,1,23.9,1
2024-01-04 15:15:00,15,3,343,0,0,23.5,0
2024-01-04 15:30:00,15,3,811,1,1,23.7,1
2024-01-04 15:45:00,15,3,242,0,0,23.0,0
2024-01-04 16:00:00,16,3,326,0,1,22.5,0
2024-01-04 16:15:00,16,3,662,0,1,24.2,1
2024-01-04 16:30:00,16,3,573,1,1,25.2,1
2024-01-04 16:45:00,16,3,907,1,1,25.1,1
2024-01-04 17:00:00,17,3,221,0,0,23.1,0
2024-01-04 17:15:00,17,3,252,1,0,23.4,0
2024-01-04 17:30:00,17,3,324,0,0,23.2,0
2024-01-04 17:45:00,17,3,657,1,1,25.2,1
2024-01-04 18:00:00,18,3,570,0,1,23.6,1
2024-01-04 18:15:00,18,3,526,1,0,23.7,1
2024-01-04 18:30:00,18,3,615,1,1,23.7,1
2024-01-04 18:45:00,18,3,521,1,1,24.0,1
2024-01-04 19:00:00,19,3,460,1,1,24.2,1
2024-01-04 19:15:00,19,3,501,1,0,23.5,1
2024-01-04 19:30:00,19,3,446,1,1,23.2,1
2024-01-04 19:45:00,19,3,520,1,1,23.7,1
2024-01-04 20:00:00,20,3,608,1,1,24.3,1
2024-01-04 20:15:00,20,3,387,0,1,22.6,1
2024-01-04 20:30:00,20,3,583,1,1,23.8,1
2024-01-04 20:45:00,20,3,9,0,0,22.5,0
2024-01-04 21:00:00,21,3,444,1,1,23.6,1
2024-01-04 21:15:00,21,3,347,1,1,23.3,1
2024-01-04 21:30:00,21,3,406,1,0,23.5,1
2024-01-04 21:45:00,21,3,558,1,1,24.2,1
2024-01-04 22:00:00,22,3,453,1,0,23.3,1
2024-01-04 22:15:00,22,3,458,1,1,23.4,1
2024-01-04 22:30:00,22,3,385,1,1,24.5,1
2024-01-04 22:45:00,22,3,409,1,1,23.8,1
2024-01-04 23:00:00,23,3,21,0,0,21.9,0
2024-01-04 23:15:00,23,3,8,0,0,22.5,0
2024-01-04 23:30:00,23,3,545,1,1,24.3,1
2024-01-04 23:45:00,23,3,27,1,0,22.2,0
2024-01-05 00:00:00,0,4,14,0,0,20.3,0
2024-01-05 00:15:00,0,4,29,0,0,19.7,0
2024-01-05 00:30:00,0,4,11,1,0,20.1,0
2024-01-05 00:45:00,0,4,499,1,1,22.4,1
2024-01-05 01:00:00,1,4,18,0,0,19.5,0
2024-01-05 01:15:00,1,4,18,0,0,19.6,0
2024-01-05 01:30:00,1,4,20,0,0,20.3,0
2024-01-05 01:45:00,1,4,6,0,0,19.8,0
2024-01-05 02:00:00,2,4,12,1,0,19.8,0
2024-01-05 02:15:00,2,4,11,0,0,20.5,0
2024-01-05 02:30:00,2,4,29,0,0,20.2,0
2024-01-05 02:45:00,2,4,8,0,0,20.2,0
2024-01-05 03:00:00,3,4,24,0,0,20.1,0
2024-01-05 03:15:00,3,4,12,0,0,19.8,0
2024-01-05 03:30:00,3,4,15,0,0,19.6,0
2024-01-05 03:45:00,3,4,22,0,0,19.6,0
2024-01-05 04:00:00,4,4,465,0,1,21.3,1
2024-01-05 04:15:00,4,4,22,0,0,20.4,0
2024-01-05 04:30:00,4,4,9,0,0,20.1,0
2024-01-05 04:45:00,4,4,27,1,0,20.2,0
2024-01-05 05:00:00,5,4,16,0,0,20.4,0
2024-01-05 05:15:00,5,4,23,0,0,19.9,0
2024-01-05 05:30:00,5,4,13,0,0,20.1,0
2024-01-05 05:45:00,5,4,323,1,1,22.0,1
2024-01-05 06:00:00,6,4,333,1,0,21.3,0
2024-01-05 06:15:00,6,4,157,0,0,20.8,0
2024-01-05 06:30:00,6,4,203,0,0,20.8,0
2024-01-05 06:45:00,6,4,620,1,1,22.8,1
2024-01-05 07:00:00,7,4,230,0,0,21.0,0
2024-01-05 07:15:00,7,4,331,1,0,21.4,0
2024-01-05 07:30:00,7,4,214,0,0,21.3,0
2024-01-05 07:45:00,7,4,176,0,0,20.9,0
2024-01-05 08:00:00,8,4,807,1,1,22.6,1
2024-01-05 08:15:00,8,4,626,1,1,23.2,1
2024-01-05 08:30:00,8,4,707,1,0,23.5,1
2024-01-05 08:45:00,8,4,790,1,0,22.4,1
2024-01-05 09:00:00,9,4,508,1,1,23.2,1
2024-01-05 09:15:00,9,4,194,0,0,21.0,0
2024-01-05 09:30:00,9,4,562,0,1,23.1,1
2024-01-05 09:45:00,9,4,715,0,1,21.9,1
2024-01-05 10:00:00,10,4,687,1,1,21.9,1
2024-01-05 10:15:00,10,4,717,0,1,22.4,1
2024-01-05 10:30:00,10,4,224,0,0,20.7,0
2024-01-05 10:45:00,10,4,799,0,1,23.5,1
2024-01-05 11:00:00,11,4,621,1,1,23.0,1
2024-01-05 11:15:00,11,4,775,1,0,23.0,1
2024-01-05 11:30:00,11,4,716,0,1,23.4,1
2024-01-05 11:45:00,11,4,305,0,0,20.7,0
2024-01-05 12:00:00,12,4,349,0,0,22.7,0
2024-01-05 12:15:00,12,4,322,0,0,22.9,0
2024-01-05 12:30:00,12,4,309,0,0,23.1,0
2024-01-05 12:45:00,12,4,660,1,1,25.4,1
2024-01-05 13:00:00,13,4,231,0,0,22.7,0
2024-01-05 13:15:00,13,4,661,1,1,25.1,1
2024-01-05 13:30:00,13,4,713,1,1,24.5,1
2024-01-05 13:45:00,13,4,801,1,1,25.1,1
2024-01-05 14:00:00,14,4,625,1,1,24.2,1
2024-01-05 14:15:00,14,4,808,1,1,24.3,1
2024-01-05 14:30:00,14,4,742,0,1,24.3,1
2024-01-05 14:45:00,14,4,679,1,1,24.3,1
2024-01-05 15:00:00,15,4,699,1,1,24.2,1
2024-01-05 15:15:00,15,4,851,1,1,25.3,1
2024-01-05 15:30:00,15,4,833,1,1,25.4,1
2024-01-05 15:45:00,15,4,203,0,0,22.6,0
2024-01-05 16:00:00,16,4,336,0,0,22.8,0
2024-01-05 16:15:00,16,4,166,0,0,23.2,0
2024-01-05 16:30:00,16,4,704,1,1,25.7,1
2024-01-05 16:45:00,16,4,272,0,0,22.6,0
2024-01-05 17:00:00,17,4,861,1,1,24.5,1
2024-01-05 17:15:00,17,4,573,1,1,24.6,1
2024-01-05 17:30:00,17,4,245,0,0,22.5,0
2024-01-05 17:45:00,17,4,795,0,1,24.6,1
2024-01-05 18:00:00,18,4,488,1,1,24.4,1
2024-01-05 18:15:00,18,4,7,0,0,22.4,0
2024-01-05 18:30:00,18,4,466,1,1,23.3,1
2024-01-05 18:45:00,18,4,22,0,0,21.5,0
2024-01-05 19:00:00,19,4,332,1,1,23.7,1
2024-01-05 19:15:00,19,4,386,1,1,23.4,1
2024-01-05 19:30:00,19,4,352,1,0,24.4,1
2024-01-05 19:45:00,19,4,573,1,1,24.8,1
2024-01-05 20:00:00,20,4,330,1,1,24.5,1
2024-01-05 20:15:00,20,4,539,1,1,23.9,1
2024-01-05 20:30:00,20,4,401,1,1,23.6,1
2024-01-05 20:45:00,20,4,460,0,1,23.7,1
2024-01-05 21:00:00,21,4,19,0,0,22.2,0
2024-01-05 21:15:00,21,4,370,1,1,23.6,1
2024-01-05 21:30:00,21,4,605,1,1,23.2,1
2024-01-05 21:45:00,21,4,13,0,0,21.9,0
2024-01-05 22:00:00,22,4,485,1,1,23.9,1
2024-01-05 22:15:00,22,4,599,1,1,24.2,1
2024-01-05 22:30:00,22,4,482,1,1,24.3,1
2024-01-05 22:45:00,22,4,5,0,0,21.7,0
2024-01-05 23:00:00,23,4,7,0,0,22.1,0
2024-01-05 23:15:00,23,4,22,0,0,22.4,0
2024-01-05 23:30:00,23,4,404,1,1,24.0,1
2024-01-05 23:45:00,23,4,21,1,0,22.4,0
